tile,inliers,avg_confidence
sat_tile_6_7.png,4,0.1421
sat_tile_2_3.png,4,0.1412
sat_tile_10_8.png,4,0.1409
sat_tile_12_17.png,4,0.1409
sat_tile_18_3.png,4,0.1407
sat_tile_5_10.png,4,0.1382
sat_tile_0_17.png,4,0.1380
sat_tile_11_6.png,4,0.1371
sat_tile_19_10.png,4,0.1370
sat_tile_8_16.png,4,0.1364
sat_tile_2_11.png,4,0.1348
sat_tile_4_7.png,4,0.1342
sat_tile_6_9.png,4,0.1341
sat_tile_2_18.png,4,0.1335
sat_tile_0_4.png,4,0.1330
sat_tile_16_18.png,4,0.1318
sat_tile_1_11.png,4,0.1310
sat_tile_10_0.png,4,0.1300
sat_tile_17_8.png,4,0.1289
sat_tile_7_1.png,4,0.1287
sat_tile_10_17.png,4,0.1278
sat_tile_5_13.png,4,0.1264
sat_tile_10_3.png,4,0.1264
sat_tile_9_6.png,4,0.1253
sat_tile_4_3.png,4,0.1243
sat_tile_13_13.png,4,0.1240
sat_tile_8_3.png,4,0.1236
sat_tile_6_2.png,4,0.1232
sat_tile_12_11.png,4,0.1230
sat_tile_5_5.png,4,0.1220
sat_tile_4_11.png,4,0.1205
sat_tile_15_0.png,4,0.1190
sat_tile_19_17.png,4,0.1190
sat_tile_10_5.png,4,0.1181
sat_tile_15_13.png,4,0.1172
sat_tile_4_13.png,4,0.1159
sat_tile_9_8.png,4,0.1158
sat_tile_0_10.png,4,0.1149
sat_tile_11_3.png,4,0.1148
sat_tile_14_6.png,4,0.1147
sat_tile_19_5.png,4,0.1116
sat_tile_4_6.png,4,0.1105
sat_tile_5_14.png,0,
sat_tile_19_8.png,0,
sat_tile_12_0.png,0,
sat_tile_14_12.png,0,
sat_tile_12_12.png,0,
sat_tile_16_6.png,0,
sat_tile_16_1.png,0,
sat_tile_18_6.png,0,
sat_tile_16_4.png,0,
sat_tile_4_8.png,0,
sat_tile_14_2.png,0,
sat_tile_5_0.png,0,
sat_tile_16_5.png,0,
sat_tile_13_1.png,0,
sat_tile_18_0.png,0,
